Foldername,Line Number,B-Moses,B-Norm,B-NLTK,Rouge-L,METEOR
processed_msg/formatted/replication_llama2_7b,7398,0.40,16.52,9.62,0.25,0.19
processed_msg/formatted/replication_llama2_7b,7399,0.33,11.26,7.66,0.353,0.17
processed_msg/formatted/replication_llama2_7b,7400,0.20,16.15,8.25,0.25,0.10
processed_msg/formatted/paper_llama2_70b,1,0.33,9.45,5.84,0.235,0.18
processed_msg/formatted/paper_llama2_70b,2,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,3,0.33,11.64,8.75,0.182,0.15
processed_msg/formatted/paper_llama2_70b,4,0.33,8.99,8.25,0.154,0.15
processed_msg/formatted/paper_llama2_70b,5,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,6,0.14,10.86,7.70,0,0.43
processed_msg/formatted/paper_llama2_70b,7,0.14,16.73,7.24,0,0.07
processed_msg/formatted/paper_llama2_70b,8,0.14,6.57,7.22,0.154,0.06
processed_msg/formatted/paper_llama2_70b,9,0.33,8.14,10.69,0.235,0.19
processed_msg/formatted/paper_llama2_70b,10,0.25,10.60,8.55,0,0.12
processed_msg/formatted/paper_llama2_70b,11,0.21,8.36,8.13,0.267,0.07
processed_msg/formatted/paper_llama2_70b,12,0.36,14.11,9.70,0.5,0.19
processed_msg/formatted/paper_llama2_70b,13,0.17,5.80,7.13,0,0.07
processed_msg/formatted/paper_llama2_70b,14,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,15,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,16,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,17,0.88,19.73,18.17,0.308,0.45
processed_msg/formatted/paper_llama2_70b,18,0.12,7.56,7.33,0.143,0.12
processed_msg/formatted/paper_llama2_70b,19,0.25,11.64,8.75,0.308,0.12
processed_msg/formatted/paper_llama2_70b,20,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,21,0.50,8.36,8.13,0.143,0.20
processed_msg/formatted/paper_llama2_70b,22,0.20,8.18,7.40,0.167,0.09
processed_msg/formatted/paper_llama2_70b,23,0.25,8.91,7.48,0,0.21
processed_msg/formatted/paper_llama2_70b,24,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,25,0.33,10.60,8.55,0.2,0.23
processed_msg/formatted/paper_llama2_70b,26,0.45,6.44,9.09,0.2,0.20
processed_msg/formatted/paper_llama2_70b,27,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,28,0.25,5.80,7.70,0,0.11
processed_msg/formatted/paper_llama2_70b,29,0.60,7.76,8.91,0.133,0.40
processed_msg/formatted/paper_llama2_70b,30,0.75,17.23,11.82,0.4,0.57
processed_msg/formatted/paper_llama2_70b,31,0.33,6.52,7.77,0.143,0.14
processed_msg/formatted/paper_llama2_70b,32,0.00,0.00,0.00,0,0.09
processed_msg/formatted/paper_llama2_70b,33,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,34,0.25,9.73,7.40,0.154,0.18
processed_msg/formatted/paper_llama2_70b,35,0.00,0.00,0.00,0,0.11
processed_msg/formatted/paper_llama2_70b,36,0.43,7.22,8.44,0.267,0.24
processed_msg/formatted/paper_llama2_70b,37,0.25,11.85,9.05,0.143,0.17
processed_msg/formatted/paper_llama2_70b,38,0.43,4.84,7.27,0.258,0.14
processed_msg/formatted/paper_llama2_70b,39,0.30,8.64,9.62,0.133,0.15
processed_msg/formatted/paper_llama2_70b,40,0.25,10.86,7.70,0.182,0.11
processed_msg/formatted/paper_llama2_70b,41,0.22,14.49,9.27,0.308,0.17
processed_msg/formatted/paper_llama2_70b,42,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,43,0.50,12.88,9.91,0.4,0.23
processed_msg/formatted/paper_llama2_70b,44,0.11,12.58,0.00,0.2,0.06
processed_msg/formatted/paper_llama2_70b,45,0.05,4.62,3.35,0,0.05
processed_msg/formatted/paper_llama2_70b,46,0.44,,,,
processed_msg/formatted/paper_llama2_70b,47,0.30,12.88,9.91,0.167,0.15
processed_msg/formatted/paper_llama2_70b,48,0.17,8.91,7.48,0.154,0.08
processed_msg/formatted/paper_llama2_70b,49,0.50,16.04,9.27,0.444,0.24
processed_msg/formatted/paper_llama2_70b,50,0.20,6.57,7.22,0,0.16
processed_msg/formatted/paper_llama2_70b,51,0.50,9.94,9.84,0.167,0.23
processed_msg/formatted/paper_llama2_70b,52,0.75,19.64,12.54,0.25,0.43
processed_msg/formatted/paper_llama2_70b,53,0.50,5.60,7.90,0.211,0.20
processed_msg/formatted/paper_llama2_70b,54,0.14,9.06,7.77,0,0.11
processed_msg/formatted/paper_llama2_70b,55,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,56,0.25,11.72,5.84,0.222,0.13
processed_msg/formatted/paper_llama2_70b,57,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,58,0.00,8.36,0.00,0.286,0.07
processed_msg/formatted/paper_llama2_70b,59,0.22,5.88,7.92,0.133,0.10
processed_msg/formatted/paper_llama2_70b,60,0.50,9.76,9.77,0.222,0.26
processed_msg/formatted/paper_llama2_70b,61,0.14,8.18,7.40,0,0.07
processed_msg/formatted/paper_llama2_70b,62,0.33,,,,
processed_msg/formatted/paper_llama2_70b,63,0.43,13.87,9.47,0.4,0.36
processed_msg/formatted/paper_llama2_70b,64,0.33,11.00,10.45,0.118,0.26
processed_msg/formatted/paper_llama2_70b,65,0.50,5.60,7.58,0.133,0.17
processed_msg/formatted/paper_llama2_70b,66,0.40,11.57,10.36,0.462,0.19
processed_msg/formatted/paper_llama2_70b,67,0.45,9.24,8.20,0.4,0.18
processed_msg/formatted/paper_llama2_70b,68,0.11,5.80,7.13,0.111,0.05
processed_msg/formatted/paper_llama2_70b,69,0.33,31.95,9.62,0.333,0.16
processed_msg/formatted/paper_llama2_70b,70,0.33,6.90,7.84,0.154,0.21
processed_msg/formatted/paper_llama2_70b,71,0.80,29.53,10.45,0.286,0.33
processed_msg/formatted/paper_llama2_70b,72,1.17,11.51,13.31,0.267,0.43
processed_msg/formatted/paper_llama2_70b,73,0.33,12.91,8.98,0.182,0.16
processed_msg/formatted/paper_llama2_70b,74,0.14,12.19,7.84,0.2,0.07
processed_msg/formatted/paper_llama2_70b,75,0.00,0.00,0.00,0,0.12
processed_msg/formatted/paper_llama2_70b,76,0.29,14.49,9.27,0.25,0.14
processed_msg/formatted/paper_llama2_70b,77,1.00,11.57,10.10,0.364,0.47
processed_msg/formatted/paper_llama2_70b,78,0.67,25.28,15.32,0.444,0.42
processed_msg/formatted/paper_llama2_70b,79,0.40,28.57,11.55,0.25,0.20
processed_msg/formatted/paper_llama2_70b,80,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,81,0.06,6.05,3.60,0,0.07
processed_msg/formatted/paper_llama2_70b,82,0.17,10.71,7.99,0,0.13
processed_msg/formatted/paper_llama2_70b,83,0.29,14.49,9.27,0.4,0.14
processed_msg/formatted/paper_llama2_70b,84,0.67,,,,
processed_msg/formatted/paper_llama2_70b,85,0.33,,,,
processed_msg/formatted/paper_llama2_70b,86,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,87,0.33,13.89,8.02,0.222,0.29
processed_msg/formatted/paper_llama2_70b,88,0.17,8.99,8.25,0.286,0.08
processed_msg/formatted/paper_llama2_70b,89,0.09,9.95,5.51,0.182,0.09
processed_msg/formatted/paper_llama2_70b,90,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,91,1.62,30.67,31.58,0.5,0.26
processed_msg/formatted/paper_llama2_70b,92,0.25,5.80,7.13,0.133,0.09
processed_msg/formatted/paper_llama2_70b,93,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,94,0.00,0.00,0.00,0,0.04
processed_msg/formatted/paper_llama2_70b,95,0.18,11.65,5.69,0.4,0.09
processed_msg/formatted/paper_llama2_70b,96,0.40,6.52,7.77,0,0.09
processed_msg/formatted/paper_llama2_70b,97,0.20,5.12,7.48,0.111,0.13
processed_msg/formatted/paper_llama2_70b,98,0.20,10.86,7.70,0,0.09
processed_msg/formatted/paper_llama2_70b,99,0.33,19.30,8.55,0.286,0.15
processed_msg/formatted/paper_llama2_70b,100,0.25,10.60,8.55,0.154,0.38
processed_msg/formatted/paper_llama2_70b,101,0.80,11.77,10.34,0.3,0.30
processed_msg/formatted/paper_llama2_70b,102,3.00,56.23,60.90,0.833,0.94
processed_msg/formatted/paper_llama2_70b,103,0.00,0.00,0.00,0,0.12
processed_msg/formatted/paper_llama2_70b,104,0.57,9.64,9.97,0.25,0.32
processed_msg/formatted/paper_llama2_70b,105,0.40,8.36,8.13,0.222,0.17
processed_msg/formatted/paper_llama2_70b,106,0.06,,,,
processed_msg/formatted/paper_llama2_70b,107,0.33,5.60,7.58,0.167,0.13
processed_msg/formatted/paper_llama2_70b,108,0.17,12.19,7.84,0,0.08
processed_msg/formatted/paper_llama2_70b,109,0.67,8.99,7.33,0.333,0.37
processed_msg/formatted/paper_llama2_70b,110,0.33,14.49,9.27,0.364,0.24
processed_msg/formatted/paper_llama2_70b,111,0.20,3.01,6.79,0,0.06
processed_msg/formatted/paper_llama2_70b,112,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,113,0.33,7.56,7.33,0.154,0.46
processed_msg/formatted/paper_llama2_70b,114,0.33,8.18,7.40,0.167,0.12
processed_msg/formatted/paper_llama2_70b,115,0.46,14.70,11.20,0.429,0.38
processed_msg/formatted/paper_llama2_70b,116,0.12,9.79,0.00,0.182,0.06
processed_msg/formatted/paper_llama2_70b,117,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,118,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,119,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,120,0.24,7.76,8.44,0.211,0.15
processed_msg/formatted/paper_llama2_70b,121,0.43,11.57,10.10,0.267,0.25
processed_msg/formatted/paper_llama2_70b,122,0.11,12.19,7.84,0,0.11
processed_msg/formatted/paper_llama2_70b,123,1.00,6.99,8.67,0.267,0.39
processed_msg/formatted/paper_llama2_70b,124,0.17,5.49,7.09,0,0.07
processed_msg/formatted/paper_llama2_70b,125,0.13,8.34,5.27,0.267,0.07
processed_msg/formatted/paper_llama2_70b,126,0.20,5.60,7.58,0,0.13
processed_msg/formatted/paper_llama2_70b,127,0.71,18.26,13.83,0.182,0.43
processed_msg/formatted/paper_llama2_70b,128,0.50,7.33,7.92,0.2,0.19
processed_msg/formatted/paper_llama2_70b,129,0.40,8.36,7.27,0.167,0.33
processed_msg/formatted/paper_llama2_70b,130,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,131,0.25,4.71,7.00,0,0.09
processed_msg/formatted/paper_llama2_70b,132,0.00,0.00,0.00,0,0.14
processed_msg/formatted/paper_llama2_70b,133,0.20,5.49,7.09,0.133,0.16
processed_msg/formatted/paper_llama2_70b,134,1.15,28.22,30.25,0.444,0.36
processed_msg/formatted/paper_llama2_70b,135,0.43,8.71,9.21,0.143,0.23
processed_msg/formatted/paper_llama2_70b,136,0.17,7.56,7.33,0,0.07
processed_msg/formatted/paper_llama2_70b,137,0.33,10.86,0.00,0.25,0.14
processed_msg/formatted/paper_llama2_70b,138,1.17,30.74,23.00,0.727,0.72
processed_msg/formatted/paper_llama2_70b,139,0.13,8.42,6.66,0.133,0.14
processed_msg/formatted/paper_llama2_70b,140,0.75,14.08,13.22,0.462,0.44
processed_msg/formatted/paper_llama2_70b,141,0.43,11.73,7.48,0.429,0.42
processed_msg/formatted/paper_llama2_70b,142,0.25,10.86,7.70,0,0.11
processed_msg/formatted/paper_llama2_70b,143,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,144,0.25,6.16,7.17,0.154,0.09
processed_msg/formatted/paper_llama2_70b,145,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,146,0.35,8.35,6.17,0.133,0.13
processed_msg/formatted/paper_llama2_70b,147,0.00,0.00,0.00,0,0.09
processed_msg/formatted/paper_llama2_70b,148,0.33,11.64,8.75,0.167,0.11
processed_msg/formatted/paper_llama2_70b,149,0.40,12.91,8.98,0.4,0.27
processed_msg/formatted/paper_llama2_70b,150,0.12,6.57,7.22,0.125,0.11
processed_msg/formatted/paper_llama2_70b,151,0.57,9.64,9.97,0.333,0.32
processed_msg/formatted/paper_llama2_70b,152,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,153,0.50,18.28,11.23,0.444,0.72
processed_msg/formatted/paper_llama2_70b,154,0.33,13.89,8.02,0.25,0.14
processed_msg/formatted/paper_llama2_70b,155,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,156,0.00,0.00,0.00,0,0.14
processed_msg/formatted/paper_llama2_70b,157,0.31,8.56,5.57,0.267,0.16
processed_msg/formatted/paper_llama2_70b,158,0.40,8.36,8.13,0.154,0.17
processed_msg/formatted/paper_llama2_70b,159,0.14,,,,
processed_msg/formatted/paper_llama2_70b,160,0.16,7.80,8.19,0.19,0.11
processed_msg/formatted/paper_llama2_70b,161,0.33,6.57,0.00,0.125,0.12
processed_msg/formatted/paper_llama2_70b,162,0.14,8.18,7.40,0.154,0.07
processed_msg/formatted/paper_llama2_70b,163,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,164,0.38,10.51,10.69,0.267,0.23
processed_msg/formatted/paper_llama2_70b,165,0.83,11.84,10.75,0.167,0.38
processed_msg/formatted/paper_llama2_70b,166,1.33,19.07,7.84,0.667,0.71
processed_msg/formatted/paper_llama2_70b,167,0.29,2.81,7.30,0.207,0.11
processed_msg/formatted/paper_llama2_70b,168,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,169,0.00,0.00,0.00,0,0.06
processed_msg/formatted/paper_llama2_70b,170,0.20,5.12,7.58,0.125,0.23
processed_msg/formatted/paper_llama2_70b,171,2.00,25.10,11.82,0.667,0.82
processed_msg/formatted/paper_llama2_70b,172,0.00,0.00,0.00,0,0.25
processed_msg/formatted/paper_llama2_70b,173,1.00,26.97,13.25,0.545,0.52
processed_msg/formatted/paper_llama2_70b,174,0.12,6.57,7.22,0,0.06
processed_msg/formatted/paper_llama2_70b,175,0.33,8.91,0.00,0.182,0.13
processed_msg/formatted/paper_llama2_70b,176,0.80,19.07,13.25,0.6,0.47
processed_msg/formatted/paper_llama2_70b,177,0.50,11.64,8.75,0.364,0.32
processed_msg/formatted/paper_llama2_70b,178,0.40,6.90,8.02,0.133,0.16
processed_msg/formatted/paper_llama2_70b,179,0.50,19.21,10.08,0.222,0.23
processed_msg/formatted/paper_llama2_70b,180,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,181,0.17,4.71,7.00,0.105,0.13
processed_msg/formatted/paper_llama2_70b,182,0.09,4.30,0.00,0.1,0.08
processed_msg/formatted/paper_llama2_70b,183,0.14,5.49,7.09,0,0.23
processed_msg/formatted/paper_llama2_70b,184,1.00,15.56,15.70,0.167,0.48
processed_msg/formatted/paper_llama2_70b,185,0.00,0.00,0.00,0,0.08
processed_msg/formatted/paper_llama2_70b,186,0.78,22.36,19.36,0.308,0.35
processed_msg/formatted/paper_llama2_70b,187,0.11,8.91,7.48,0.143,0.11
processed_msg/formatted/paper_llama2_70b,188,0.50,7.33,7.92,0.167,0.19
processed_msg/formatted/paper_llama2_70b,189,0.10,8.18,7.40,0,0.05
processed_msg/formatted/paper_llama2_70b,190,0.33,11.64,8.75,0.2,0.15
processed_msg/formatted/paper_llama2_70b,191,0.00,0.00,0.00,0,0.09
processed_msg/formatted/paper_llama2_70b,192,0.33,7.04,9.03,0.286,0.15
processed_msg/formatted/paper_llama2_70b,193,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,194,0.10,10.86,7.70,0.167,0.10
processed_msg/formatted/paper_llama2_70b,195,0.17,8.18,7.40,0,0.22
processed_msg/formatted/paper_llama2_70b,196,0.05,4.62,3.35,0.105,0.05
processed_msg/formatted/paper_llama2_70b,197,0.17,10.76,7.35,0.308,0.08
processed_msg/formatted/paper_llama2_70b,198,0.20,5.80,7.13,0,0.08
processed_msg/formatted/paper_llama2_70b,199,0.14,10.86,7.70,0.167,0.07
processed_msg/formatted/paper_llama2_70b,200,0.22,9.73,7.40,0.133,0.11
processed_msg/formatted/paper_llama2_70b,201,0.57,9.64,9.97,0.133,0.32
processed_msg/formatted/paper_llama2_70b,202,0.46,12.83,7.28,0.308,0.25
processed_msg/formatted/paper_llama2_70b,203,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,204,0.20,4.30,6.95,0.111,0.14
processed_msg/formatted/paper_llama2_70b,205,0.00,0.00,0.00,0,0.07
processed_msg/formatted/paper_llama2_70b,206,0.25,4.30,6.95,0.133,0.08
processed_msg/formatted/paper_llama2_70b,207,0.10,11.03,7.02,0.167,0.10
processed_msg/formatted/paper_llama2_70b,208,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,209,0.33,8.91,0.00,0.167,0.13
processed_msg/formatted/paper_llama2_70b,210,0.17,7.03,7.27,0,0.07
processed_msg/formatted/paper_llama2_70b,211,0.25,11.64,8.75,0.167,0.18
processed_msg/formatted/paper_llama2_70b,212,0.33,14.99,8.55,0.364,0.30
processed_msg/formatted/paper_llama2_70b,213,0.33,11.64,8.75,0.4,0.15
processed_msg/formatted/paper_llama2_70b,214,0.25,12.19,7.84,0.25,0.11
processed_msg/formatted/paper_llama2_70b,215,0.62,12.72,9.16,0.267,0.37
processed_msg/formatted/paper_llama2_70b,216,0.80,3.73,7.48,0.211,0.25
processed_msg/formatted/paper_llama2_70b,217,0.20,6.57,7.22,0.143,0.08
processed_msg/formatted/paper_llama2_70b,218,0.29,9.73,8.39,0.25,0.20
processed_msg/formatted/paper_llama2_70b,219,0.29,7.81,7.22,0.154,0.13
processed_msg/formatted/paper_llama2_70b,220,0.43,8.21,9.05,0.25,0.23
processed_msg/formatted/paper_llama2_70b,221,0.50,14.99,12.56,0.182,0.31
processed_msg/formatted/paper_llama2_70b,222,0.09,9.95,0.00,0.154,0.14
processed_msg/formatted/paper_llama2_70b,223,0.29,10.28,7.22,0.118,0.11
processed_msg/formatted/paper_llama2_70b,224,0.50,9.94,9.84,0.143,0.29
processed_msg/formatted/paper_llama2_70b,225,0.20,6.16,7.17,0.143,0.16
processed_msg/formatted/paper_llama2_70b,226,0.38,9.25,8.98,0.143,0.17
processed_msg/formatted/paper_llama2_70b,227,0.50,11.57,10.36,0.167,0.29
processed_msg/formatted/paper_llama2_70b,228,0.12,12.19,7.84,0,0.06
processed_msg/formatted/paper_llama2_70b,229,0.22,6.52,7.77,0.143,0.10
processed_msg/formatted/paper_llama2_70b,230,0.47,5.05,8.79,0.167,0.22
processed_msg/formatted/paper_llama2_70b,231,0.17,8.18,7.40,0.133,0.07
processed_msg/formatted/paper_llama2_70b,232,0.14,10.86,7.70,0,0.35
processed_msg/formatted/paper_llama2_70b,233,1.50,25.10,11.82,0.545,0.65
processed_msg/formatted/paper_llama2_70b,234,0.25,11.64,8.75,0,0.12
processed_msg/formatted/paper_llama2_70b,235,0.00,0.00,0.00,0,0.11
processed_msg/formatted/paper_llama2_70b,236,0.71,20.49,14.68,0.545,0.44
processed_msg/formatted/paper_llama2_70b,237,0.40,7.33,7.92,0.2,0.16
processed_msg/formatted/paper_llama2_70b,238,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,239,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,240,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,241,0.33,14.29,10.26,0.308,0.16
processed_msg/formatted/paper_llama2_70b,242,0.25,7.56,7.33,0.182,0.20
processed_msg/formatted/paper_llama2_70b,243,0.00,,,,
processed_msg/formatted/paper_llama2_70b,244,0.30,9.73,8.39,0.308,0.10
processed_msg/formatted/paper_llama2_70b,245,0.22,5.12,7.48,0,0.14
processed_msg/formatted/paper_llama2_70b,246,0.80,12.81,8.39,0.333,0.65
processed_msg/formatted/paper_llama2_70b,247,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,248,1.38,21.74,15.10,0.5,0.48
processed_msg/formatted/paper_llama2_70b,249,0.38,9.95,8.25,0.182,0.17
processed_msg/formatted/paper_llama2_70b,250,0.38,16.04,7.84,0.364,0.19
processed_msg/formatted/paper_llama2_70b,251,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,252,0.25,10.86,7.70,0,0.11
processed_msg/formatted/paper_llama2_70b,253,0.14,8.99,8.25,0.125,0.11
processed_msg/formatted/paper_llama2_70b,254,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,255,0.20,19.30,0.00,0.222,0.10
processed_msg/formatted/paper_llama2_70b,256,0.45,7.78,9.62,0,0.21
processed_msg/formatted/paper_llama2_70b,257,0.00,0.00,0.00,0,0.12
processed_msg/formatted/paper_llama2_70b,258,0.20,5.80,7.13,0,0.16
processed_msg/formatted/paper_llama2_70b,259,0.00,0.00,0.00,0,0.09
processed_msg/formatted/paper_llama2_70b,260,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,261,1.80,22.29,27.99,0.235,0.50
processed_msg/formatted/paper_llama2_70b,262,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,263,0.20,8.91,7.48,0,0.15
processed_msg/formatted/paper_llama2_70b,264,0.25,9.79,7.58,0.2,0.11
processed_msg/formatted/paper_llama2_70b,265,0.11,7.56,7.33,0,0.11
processed_msg/formatted/paper_llama2_70b,266,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,267,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,268,0.25,6.16,7.17,0,0.09
processed_msg/formatted/paper_llama2_70b,269,0.14,10.86,7.70,0.154,0.07
processed_msg/formatted/paper_llama2_70b,270,0.27,7.64,8.55,0.143,0.13
processed_msg/formatted/paper_llama2_70b,271,0.33,7.56,7.33,0.182,0.12
processed_msg/formatted/paper_llama2_70b,272,0.10,5.20,7.06,0,0.09
processed_msg/formatted/paper_llama2_70b,273,0.33,11.73,8.55,0.375,0.16
processed_msg/formatted/paper_llama2_70b,274,0.17,7.56,7.33,0.154,0.22
processed_msg/formatted/paper_llama2_70b,275,0.07,7.62,5.77,0.133,0.04
processed_msg/formatted/paper_llama2_70b,276,0.43,12.61,10.42,0.143,0.25
processed_msg/formatted/paper_llama2_70b,277,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,278,0.25,11.64,7.58,0.182,0.12
processed_msg/formatted/paper_llama2_70b,279,0.09,9.91,6.97,0,0.09
processed_msg/formatted/paper_llama2_70b,280,0.22,9.73,8.39,0.143,0.27
processed_msg/formatted/paper_llama2_70b,281,0.86,10.80,11.67,0.235,0.46
processed_msg/formatted/paper_llama2_70b,282,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,283,0.38,6.94,9.89,0.105,0.14
processed_msg/formatted/paper_llama2_70b,284,0.06,6.19,5.92,0,0.06
processed_msg/formatted/paper_llama2_70b,285,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,286,0.33,5.19,7.79,0.118,0.18
processed_msg/formatted/paper_llama2_70b,287,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,288,0.00,0.00,0.00,0,0.08
processed_msg/formatted/paper_llama2_70b,289,0.50,15.15,12.00,0.267,0.21
processed_msg/formatted/paper_llama2_70b,290,1.07,22.37,26.54,0.375,0.48
processed_msg/formatted/paper_llama2_70b,291,0.20,4.71,7.00,0.125,0.07
processed_msg/formatted/paper_llama2_70b,292,0.25,13.89,8.02,0.286,0.11
processed_msg/formatted/paper_llama2_70b,293,0.67,9.79,7.58,0.222,0.49
processed_msg/formatted/paper_llama2_70b,294,0.57,8.21,9.27,0.333,0.31
processed_msg/formatted/paper_llama2_70b,295,0.00,9.79,0.00,0.167,0.00
processed_msg/formatted/paper_llama2_70b,296,0.50,9.29,9.39,0.143,0.14
processed_msg/formatted/paper_llama2_70b,297,0.17,8.91,7.48,0,0.15
processed_msg/formatted/paper_llama2_70b,298,0.11,8.91,7.48,0,0.05
processed_msg/formatted/paper_llama2_70b,299,0.67,9.94,9.84,0.333,0.36
processed_msg/formatted/paper_llama2_70b,300,0.33,16.15,8.25,0.222,0.15
processed_msg/formatted/paper_llama2_70b,301,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,302,1.00,25.28,15.32,0.571,0.59
processed_msg/formatted/paper_llama2_70b,303,0.11,10.86,7.70,0,0.05
processed_msg/formatted/paper_llama2_70b,304,0.25,11.38,5.83,0.154,0.13
processed_msg/formatted/paper_llama2_70b,305,0.17,13.89,8.02,0,0.16
processed_msg/formatted/paper_llama2_70b,306,1.64,46.17,50.75,0.615,0.54
processed_msg/formatted/paper_llama2_70b,307,0.22,14.78,8.49,0,0.11
processed_msg/formatted/paper_llama2_70b,308,0.38,10.26,8.43,0.286,0.19
processed_msg/formatted/paper_llama2_70b,309,0.20,8.91,7.48,0.167,0.09
processed_msg/formatted/paper_llama2_70b,310,0.43,13.84,10.80,0.182,0.35
processed_msg/formatted/paper_llama2_70b,311,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,312,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,313,0.00,0.00,0.00,0,0.14
processed_msg/formatted/paper_llama2_70b,314,0.24,6.92,7.04,0.111,0.18
processed_msg/formatted/paper_llama2_70b,315,0.33,12.81,11.09,0.267,0.21
processed_msg/formatted/paper_llama2_70b,316,0.33,4.66,7.74,0,0.14
processed_msg/formatted/paper_llama2_70b,317,0.22,12.91,8.98,0.333,0.11
processed_msg/formatted/paper_llama2_70b,318,0.67,16.85,13.43,0.545,0.36
processed_msg/formatted/paper_llama2_70b,319,0.14,7.03,7.27,0.143,0.06
processed_msg/formatted/paper_llama2_70b,320,0.18,8.99,8.25,0.125,0.13
processed_msg/formatted/paper_llama2_70b,321,0.67,16.99,12.54,0.545,0.49
processed_msg/formatted/paper_llama2_70b,322,0.17,9.73,8.39,0.133,0.08
processed_msg/formatted/paper_llama2_70b,323,0.10,,,,
processed_msg/formatted/paper_llama2_70b,324,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,325,0.08,8.90,4.86,0.167,0.09
processed_msg/formatted/paper_llama2_70b,326,0.40,5.84,8.47,0.222,0.22
processed_msg/formatted/paper_llama2_70b,327,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,328,1.00,9.95,12.39,0.235,0.44
processed_msg/formatted/paper_llama2_70b,329,0.18,9.73,8.39,0.143,0.09
processed_msg/formatted/paper_llama2_70b,330,0.00,0.00,0.00,0,0.00
processed_msg/formatted/paper_llama2_70b,331,0.43,21.25,11.91,0.4,0.21
processed_msg/formatted/paper_llama2_70b,332,1.00,13.95,10.42,0.333,0.53
processed_msg/formatted/paper_llama2_70b,333,1.11,,,,
processed_msg/formatted/paper_llama2_70b,334,0.00,0.00,0.00,0,0.10
processed_msg/formatted/paper_llama2_70b,335,0.77,9.27,12.19,0.211,0.44
processed_msg/formatted/paper_llama2_70b,336,0.33,5.20,0.00,0.125,0.11
processed_msg/formatted/paper_llama2_70b,337,0.00,0.00,0.00,0,0.00
